"thread_titles","thread_links","poster_ids","time","posts","category"
"3yr old with Epilepsy","https://www.medhelp.org/posts/Epilepsy/3yr-old-with-Epilepsy/show/665165","milo_1","2009-01-30T12:32:42-05:00","Hi, my daughter was dx with epilepsy at age 3 also. She was on Zarontin at that time. She is now 21, the seizures got worse...they started out as staring (petit mal) and became tonic clonic right around her menses at age 11.  Then she had a few more over the years, and now she is completely controlled on Lamictal. As for the heart rate thing, she has never had that happen. Email me anytime, as I have been in your shoes.Colleen","answer"
"3yr old with Epilepsy","https://www.medhelp.org/posts/Epilepsy/3yr-old-with-Epilepsy/show/665165","alliecat_84","2009-01-29T18:28:16-05:00","Thank you so much for your response and I apologise for my delayed response.My daughter has been well since last time and was only in hospital at the end of October 2008.We saw a Cardiologist in November and he doesn't seem to think it is anything too major. Like you, he said that when some people vomit or faint or feel dizzy their heart does drop dramatically, but the good thing is that her heart rate goes back to normal instantly after a seizure!","answer"
"3yr old with Epilepsy","https://www.medhelp.org/posts/Epilepsy/3yr-old-with-Epilepsy/show/665165","missy1029","2008-11-06T16:41:01-05:00","Hey I hope you find answers soon can be very scary. First let me apoligize for my spelling its horible! did I spell that right? Anyway I am a 33y f was diagnosed last year with complex partial seizers. With my seizures my heart rate drops too. With my last seizure it droped to 35bpm. At first they did not know that, it took about 6 mths of testing to get all of this figured out. we went round and round with the drs about it They cardo doc put me on a heart monitor for about a week,would have been longer but I had a seizer and that was when we found the drop. So we still went back and forth about what was causing it, I would get dizzy, thats the best way to explain it, feel really nausios, and just pass out. I never actually vomitted though. But just like you said what came first the chicken or the egg? First of all they wanted to put in a pace maker, and I fought that, i did not want that at my age, so I had a tilt table test done which was very unplesent but it did show signs of a cardio problem. But the key with that is that it was actually a dehydration problem. I can not hold my salt/sodium. The trigger for the drop in heart rate was the seizures. but with more sodium in my system I don't have the drop in my bpm. The medical name is ""ictal bradycardia syndrom"" there are a few forms but it's not common. ictal just means the seizure itself and the bradycardia is the slow heart rate. So with a change in diet, and my seizure meds I have not had any problems since Oct. 5 2007. You are the mom you know your child don't give up untill your satisfied with the answers you get. I hope that helped please let me know how she is.","answer"
"tegretol side effects","https://www.medhelp.org/posts/Epilepsy/tegretol-side-effects/show/719436","wesco55","2008-12-24T16:08:59-05:00","i've had epilepsy since the age of four. i am now fifty four and take 1600mgs tegretol,160mgs phenobarbitol 300mgs effexorxr for depression and 3mgs xanex-xr. i've recently swithched to generic tegretol and feel a bit funny. my memory and reflexes are much poorer and i feel more fatigued. what do you recommend","question"
"tegretol side effects","https://www.medhelp.org/posts/Epilepsy/tegretol-side-effects/show/719436","Kristen70","2009-01-30T01:48:57-05:00","Do you know if trileptal has the same side effects? I take that and was on tegratol for years. I have really bad headaches.","answer"
"tegretol side effects","https://www.medhelp.org/posts/Epilepsy/tegretol-side-effects/show/719436","Dr    Santos","2008-12-29T22:03:25-05:00","Hi, Common side effects of tegretol or carbamazapine include drowsiness, headaches and migraines, motor coordination impairment or upset stomach. Less common side effects include cardiac arrhythmias, blurry or double vision and/or the temporary loss of blood cells or platelets and in rare cases can cause aplastic anemia. The symptoms you are experiencing may be due to the effects of your medication. However, before starting or shifting to new medication, I suggest that you discuss this with your doctor first to avoid any adverse effects or seizure  brought about by changes in medication. Take care and regards.","answer"
"are headaches and epilepsy connected?","https://www.medhelp.org/posts/Epilepsy/are-headaches-and-epilepsy-connected/show/746654","Princessv71","2009-01-27T23:36:18-05:00","I have Epilepsy And I am on lots of meds and I suffer from daily headaches does any one else have this problem?","question"
"are headaches and epilepsy connected?","https://www.medhelp.org/posts/Epilepsy/are-headaches-and-epilepsy-connected/show/746654","Kristen70","2009-01-30T01:11:39-05:00","I have epilepsy and headaches as well. I don't know if they are related. I don't know why I have seizures. I am on trileptal and take maxalt for my headaches. Docs don't know what else to do for me. My seizures are under control pretty much. Only have them in my sleep and only when I miss my medication or when I need to up it.","answer"
"are headaches and epilepsy connected?","https://www.medhelp.org/posts/Epilepsy/are-headaches-and-epilepsy-connected/show/746654","KixNgo","2009-01-29T15:38:41-05:00","I have had ep all my life, when i got older, the 'peti-mal' sz turned into grand-mal sz, when i have a sz, after its over i have terrible headache. sometimes if i get enough warning time (aura) i can get to ground or bed, and lay on my left side, and thru what i call 'controled breathing' i can ""ward off"" the worst of the sz, but this comes with a price, very very bsd headche, that lasts hours.. sometimes i think it would be better to just have the grand-mal.. get it over with, tired, weak, lose muscle co-ordination, but the headache isnt as bad..","answer"
"are headaches and epilepsy connected?","https://www.medhelp.org/posts/Epilepsy/are-headaches-and-epilepsy-connected/show/746654","kay221","2009-01-28T22:09:54-05:00","Yes. Thats how I first found out I have epilepsy. Every year my headaches got worse until they became unbareable and I finally went to see a neurologist. My headaches are virtually gone thanks to the meds but since your on the meds and still having headaches everyday something might be wrong. Try going back to the doctors. Possible the dose of the meds is too high/low. Or maybe its a side effect of the medication. Good Luck.","answer"
